Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
SRR2979216 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 6.432111157172173e-05)	(10, 0.00016080277892930434)	(11, 0.00016080277892930434)	(12, 0.00019296333471516521)	(13, 0.0002251238905010261)	(14, 0.0002251238905010261)	(15, 0.0002251238905010261)	(16, 0.0002251238905010261)	(17, 0.00025728444628688693)	(18, 0.00025728444628688693)	(19, 0.00025728444628688693)	(20, 0.00028944500207274783)	(21, 0.0003537661136444696)	(22, 0.0005145688925737739)	(23, 0.0006432111157172174)	(24, 0.0009326561177899652)	(25, 0.0010934588967192696)	(26, 0.0020261150145092347)	(27, 0.002701486686012313)	(28, 0.003987908917446748)	(29, 0.0070110011613176695)	(30, 0.011513478971338191)	(31, 0.02431338017411082)	(32, 0.040200694732326084)	(33, 0.06036536321006085)	(34, 0.08619028950610713)	(35, 0.11532775304809707)	(36, 0.1511546121935461)	(37, 0.19688692252104023)	(38, 0.24998400012349653)	(39, 0.30459262384788827)	(40, 0.3623208214835085)
SRR2979217 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 0.0)	(22, 0.0001145259570218441)	(23, 0.00017178893553276617)	(24, 0.0004008408495764544)	(25, 0.0005153668065982985)	(26, 0.0009162076561747528)	(27, 0.001145259570218441)	(28, 0.002118730204904116)	(29, 0.0035503046676771672)	(30, 0.005955349765135893)	(31, 0.014602059520285125)	(32, 0.026111918200980456)	(33, 0.04122934452786388)	(34, 0.059267182758804327)	(35, 0.0791946992806052)	(36, 0.10433314684689998)	(37, 0.13617136289897264)	(38, 0.17430850658724673)	(39, 0.21868731493321134)	(40, 0.2609473930742718)
SRR2979218 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 6.13809674192894e-05)	(4, 9.20714511289341e-05)	(5, 9.20714511289341e-05)	(6, 9.20714511289341e-05)	(7, 0.00021483338596751288)	(8, 0.00021483338596751288)	(9, 0.0002455238696771576)	(10, 0.0002455238696771576)	(11, 0.0002762143533868023)	(12, 0.0003989762882253811)	(13, 0.0003989762882253811)	(14, 0.0003989762882253811)	(15, 0.0003989762882253811)	(16, 0.0003989762882253811)	(17, 0.0003989762882253811)	(18, 0.0003989762882253811)	(19, 0.0003989762882253811)	(20, 0.0005217382230639599)	(21, 0.000613809674192894)	(22, 0.0006751906416121834)	(23, 0.0008286430601604069)	(24, 0.0010434764461279198)	(25, 0.0011662383809664986)	(26, 0.0016265956366111692)	(27, 0.0021176433759654842)	(28, 0.002884905468706602)	(29, 0.0042352867519309684)	(30, 0.006721215932412189)	(31, 0.01522247991998377)	(32, 0.026670030343681244)	(33, 0.040971795752375674)	(34, 0.058802966787679246)	(35, 0.07847556684556149)	(36, 0.10299726332956761)	(37, 0.13417879477856662)	(38, 0.1693807795935291)	(39, 0.2094932418020347)	(40, 0.24926810868973426)
SRR2979219 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.00010766163240873524)	(9, 0.00017943605401455872)	(10, 0.00017943605401455872)	(11, 0.00017943605401455872)	(12, 0.00017943605401455872)	(13, 0.00017943605401455872)	(14, 0.00017943605401455872)	(15, 0.00017943605401455872)	(16, 0.00017943605401455872)	(17, 0.00017943605401455872)	(18, 0.00017943605401455872)	(19, 0.00017943605401455872)	(20, 0.00017943605401455872)	(21, 0.00017943605401455872)	(22, 0.00021532326481747048)	(23, 0.00028709768642329396)	(24, 0.0004665337404378527)	(25, 0.0004665337404378527)	(26, 0.0009689546916786171)	(27, 0.0011125035348902642)	(28, 0.0020455710157659696)	(29, 0.003373397815473704)	(30, 0.005203645566422203)	(31, 0.012632298202624934)	(32, 0.022070634643790724)	(33, 0.03481059447882439)	(34, 0.050026771859258974)	(35, 0.06804215168232067)	(36, 0.0901486735369143)	(37, 0.11753061537953596)	(38, 0.1509057214262439)	(39, 0.1864340601211265)	(40, 0.2206345720163014)
SRR2979220 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.938071620196657e-05)	(5, 2.938071620196657e-05)	(6, 2.938071620196657e-05)	(7, 2.938071620196657e-05)	(8, 2.938071620196657e-05)	(9, 2.938071620196657e-05)	(10, 2.938071620196657e-05)	(11, 2.938071620196657e-05)	(12, 5.876143240393314e-05)	(13, 8.81421486058997e-05)	(14, 0.00011752286480786627)	(15, 0.00020566501341376598)	(16, 0.00020566501341376598)	(17, 0.0002938071620196657)	(18, 0.0002938071620196657)	(19, 0.0003819493106255654)	(20, 0.0003819493106255654)	(21, 0.0005582336078373649)	(22, 0.000616995040241298)	(23, 0.0006463757564432645)	(24, 0.0007932793374530974)	(25, 0.000881421486058997)	(26, 0.0011164672156747297)	(27, 0.0013515129452904623)	(28, 0.00196850798553176)	(29, 0.0034375437956300887)	(30, 0.005229767483950049)	(31, 0.011840428629392528)	(32, 0.021594826408445428)	(33, 0.03126108203889243)	(34, 0.046127724437087514)	(35, 0.06263968694259273)	(36, 0.08317680756776735)	(37, 0.10911997997410383)	(38, 0.13952902124313923)	(39, 0.17264108840275555)	(40, 0.20587067842717974)
SRR2979222 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.10242308550247e-05)	(5, 3.10242308550247e-05)	(6, 6.20484617100494e-05)	(7, 6.20484617100494e-05)	(8, 9.30726925650741e-05)	(9, 9.30726925650741e-05)	(10, 9.30726925650741e-05)	(11, 9.30726925650741e-05)	(12, 9.30726925650741e-05)	(13, 0.0001240969234200988)	(14, 0.0001240969234200988)	(15, 0.0001551211542751235)	(16, 0.0001861453851301482)	(17, 0.0001861453851301482)	(18, 0.0001861453851301482)	(19, 0.0002171696159851729)	(20, 0.0002171696159851729)	(21, 0.0002792180776952223)	(22, 0.0002792180776952223)	(23, 0.0003412665394052717)	(24, 0.0005894603862454693)	(25, 0.0007135573096655681)	(26, 0.0011478965416359139)	(27, 0.0017373569278813833)	(28, 0.002885253469517297)	(29, 0.004653634628253705)	(30, 0.007135573096655681)	(31, 0.01644284235316309)	(32, 0.028201025847217454)	(33, 0.04216192973197857)	(34, 0.061303880169528806)	(35, 0.08274162369035087)	(36, 0.10855378376173143)	(37, 0.14119127462121742)	(38, 0.18139867780932942)	(39, 0.22176120215171655)	(40, 0.26485385880934587)
SRR2979223 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 4.3358741555885085e-05)	(8, 4.3358741555885085e-05)	(9, 8.671748311177017e-05)	(10, 0.00013007622466765524)	(11, 0.00013007622466765524)	(12, 0.00013007622466765524)	(13, 0.00013007622466765524)	(14, 0.00013007622466765524)	(15, 0.00013007622466765524)	(16, 0.00013007622466765524)	(17, 0.00013007622466765524)	(18, 0.00017343496622354034)	(19, 0.00017343496622354034)	(20, 0.0002167937077794254)	(21, 0.0002167937077794254)	(22, 0.0002167937077794254)	(23, 0.0003468699324470807)	(24, 0.0004769461571147359)	(25, 0.000520304898670621)	(26, 0.0006070223817823911)	(27, 0.0006937398648941614)	(28, 0.0011273272804530122)	(29, 0.0022980133024619095)	(30, 0.0039456454815855425)	(31, 0.009192053209847638)	(32, 0.016519680532792215)	(33, 0.02371723163106914)	(34, 0.03329951351491974)	(35, 0.04361889400522039)	(36, 0.05827414865110955)	(37, 0.07665825507080483)	(38, 0.10332388112767416)	(39, 0.1302063008923229)	(40, 0.16151131229567192)
SRR2979224 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 3.709443724400201e-05)	(8, 3.709443724400201e-05)	(9, 3.709443724400201e-05)	(10, 3.709443724400201e-05)	(11, 3.709443724400201e-05)	(12, 3.709443724400201e-05)	(13, 3.709443724400201e-05)	(14, 3.709443724400201e-05)	(15, 0.00011128331173200605)	(16, 0.00011128331173200605)	(17, 0.00014837774897600805)	(18, 0.00018547218622001006)	(19, 0.00018547218622001006)	(20, 0.00018547218622001006)	(21, 0.0002596610607080141)	(22, 0.0002967554979520161)	(23, 0.0003709443724400201)	(24, 0.0005193221214160282)	(25, 0.0005564165586600302)	(26, 0.0008902664938560484)	(27, 0.0010757386800760585)	(28, 0.0020772884856641127)	(29, 0.0035981604126681956)	(30, 0.0055641655866003024)	(31, 0.014837774897600806)	(32, 0.02615157825702142)	(33, 0.039913614474546166)	(34, 0.057273811104739114)	(35, 0.0754129909170561)	(36, 0.1012307192388815)	(37, 0.13224166877486718)	(38, 0.1672217230959611)	(39, 0.2046129158379151)	(40, 0.24575064674151334)
SRR2979225 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 0.0)	(22, 7.43022093761958e-05)	(23, 0.0001486044187523916)	(24, 0.000371511046880979)	(25, 0.0004458132562571748)	(26, 0.0006687198843857622)	(27, 0.0009659287218905454)	(28, 0.0017089508156525035)	(29, 0.0023776707000382658)	(30, 0.0038637148875621816)	(31, 0.008098940822005343)	(32, 0.014563233037734376)	(33, 0.023256591534749287)	(34, 0.0335845986380405)	(35, 0.044284116788212695)	(36, 0.05743560784779935)	(37, 0.07497092926058156)	(38, 0.09696438323593552)	(39, 0.11754609523314176)	(40, 0.13835071385847658)
SRR2979226 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 6.991171199450773e-05)	(4, 0.00013982342398901547)	(5, 0.00013982342398901547)	(6, 0.00013982342398901547)	(7, 0.0002097351359835232)	(8, 0.0002097351359835232)	(9, 0.0004893819839615542)	(10, 0.0004893819839615542)	(11, 0.0005243378399588081)	(12, 0.0005243378399588081)	(13, 0.0005243378399588081)	(14, 0.0005592936959560619)	(15, 0.0005942495519533158)	(16, 0.0005942495519533158)	(17, 0.0005942495519533158)	(18, 0.0005942495519533158)	(19, 0.0006292054079505696)	(20, 0.0006991171199450774)	(21, 0.0008738963999313467)	(22, 0.0009787639679231083)	(23, 0.0012234549599038854)	(24, 0.001642925231870932)	(25, 0.0018177045118572012)	(26, 0.0025517774877995324)	(27, 0.003111071183755594)	(28, 0.004579217135640257)	(29, 0.007130994623439789)	(30, 0.011011094639134968)	(31, 0.021288116302327607)	(32, 0.035724884829193455)	(33, 0.05348245967579842)	(34, 0.07459579669813976)	(35, 0.10224587879196756)	(36, 0.1343353545974466)	(37, 0.171563341234522)	(38, 0.21756524772690808)	(39, 0.2692300028908493)	(40, 0.31834298056699095)
SRR2979227 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 2.995729587473057e-05)	(12, 2.995729587473057e-05)	(13, 2.995729587473057e-05)	(14, 2.995729587473057e-05)	(15, 2.995729587473057e-05)	(16, 5.991459174946114e-05)	(17, 5.991459174946114e-05)	(18, 8.987188762419171e-05)	(19, 8.987188762419171e-05)	(20, 0.00014978647937365287)	(21, 0.00026961566287257515)	(22, 0.00038944484637149743)	(23, 0.000629103213369342)	(24, 0.0008088469886177254)	(25, 0.000838804284492456)	(26, 0.001258206426738684)	(27, 0.002037096119481679)	(28, 0.003774619280216052)	(29, 0.007039964530561684)	(30, 0.01201287564576696)	(31, 0.022318185426674277)	(32, 0.03570909668267884)	(33, 0.05101727487466616)	(34, 0.06743387301401851)	(35, 0.08939257089019602)	(36, 0.11506597345484013)	(37, 0.15601759691559683)	(38, 0.20454841623266035)	(39, 0.2594900968669162)	(40, 0.2594900968669162)
SRR2979228 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 2.0106868003438274e-05)	(10, 4.021373600687655e-05)	(11, 4.021373600687655e-05)	(12, 4.021373600687655e-05)	(13, 4.021373600687655e-05)	(14, 6.0320604010314826e-05)	(15, 6.0320604010314826e-05)	(16, 8.04274720137531e-05)	(17, 0.00012064120802062965)	(18, 0.00020106868003438275)	(19, 0.000221175548037821)	(20, 0.000221175548037821)	(21, 0.000221175548037821)	(22, 0.0002613892840446976)	(23, 0.0003217098880550124)	(24, 0.0005227785680893952)	(25, 0.0006836335121169013)	(26, 0.0011460914761959816)	(27, 0.001528121968261309)	(28, 0.00337795382457763)	(29, 0.006715693913148383)	(30, 0.011802731518018268)	(31, 0.024389630888170626)	(32, 0.04059576649894188)	(33, 0.057827352377888476)	(34, 0.07616481599702418)	(35, 0.0992877142009782)	(36, 0.12737700880178146)	(37, 0.17281853048955198)	(38, 0.23179197434363644)	(39, 0.30299039394381133)	(40, 0.30299039394381133)
SRR2979230 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 2.941339974486817e-05)	(11, 2.941339974486817e-05)	(12, 5.882679948973634e-05)	(13, 5.882679948973634e-05)	(14, 0.00011765359897947268)	(15, 0.00011765359897947268)	(16, 0.00011765359897947268)	(17, 0.00014706699872434086)	(18, 0.00014706699872434086)	(19, 0.00017648039846920904)	(20, 0.00020589379821407718)	(21, 0.00041178759642815436)	(22, 0.0005588545951524952)	(23, 0.0007941617931114406)	(24, 0.001176535989794727)	(25, 0.0014412565874985404)	(26, 0.0018824575836715628)	(27, 0.0025001389783137944)	(28, 0.0049120377573929844)	(29, 0.009088740521164264)	(30, 0.01558910186478013)	(31, 0.02797214315736963)	(32, 0.045002501609648304)	(33, 0.06276819505554868)	(34, 0.08115156989609128)	(35, 0.10347634030244622)	(36, 0.131860271056244)	(37, 0.17562740987660785)	(38, 0.225571362643394)	(39, 0.28486877652904824)	(40, 0.28486877652904824)
SRR2979239 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 2.266253513542791e-05)	(10, 4.532507027085582e-05)	(11, 9.065014054171164e-05)	(12, 9.065014054171164e-05)	(13, 9.065014054171164e-05)	(14, 9.065014054171164e-05)	(15, 9.065014054171164e-05)	(16, 0.00011331267567713955)	(17, 0.00011331267567713955)	(18, 0.00011331267567713955)	(19, 0.00011331267567713955)	(20, 0.00013597521081256747)	(21, 0.0001813002810834233)	(22, 0.0003852630973022745)	(23, 0.0006572135189274094)	(24, 0.0009291639405525444)	(25, 0.0011784518270422514)	(26, 0.0016317025297508095)	(27, 0.0022209284432719353)	(28, 0.004487181956814726)	(29, 0.008090525043347764)	(30, 0.013960121643423593)	(31, 0.027716280470628334)	(32, 0.04527974520058497)	(33, 0.0665825282278872)	(34, 0.08879181266060655)	(35, 0.11387923905552524)	(36, 0.1438844355748318)	(37, 0.18948145626731275)	(38, 0.2501490628248533)	(39, 0.32010830878791924)	(40, 0.32010830878791924)
SRR2979241 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.2220617399854454e-05)	(5, 2.2220617399854454e-05)	(6, 2.2220617399854454e-05)	(7, 2.2220617399854454e-05)	(8, 2.2220617399854454e-05)	(9, 2.2220617399854454e-05)	(10, 6.666185219956336e-05)	(11, 0.00013332370439912673)	(12, 0.00015554432179898118)	(13, 0.00015554432179898118)	(14, 0.00015554432179898118)	(15, 0.00017776493919883563)	(16, 0.0001999855565986901)	(17, 0.000244426791398399)	(18, 0.000244426791398399)	(19, 0.00028886802619810793)	(20, 0.00031108864359796236)	(21, 0.0003999711131973802)	(22, 0.0005110742001966525)	(23, 0.0007110597567953425)	(24, 0.0010888102525928682)	(25, 0.0011776927221922862)	(26, 0.0018220906267880654)	(27, 0.0025331503835834077)	(28, 0.004710770888769145)	(29, 0.008088304733547021)	(30, 0.013621238466110781)	(31, 0.02575369556643131)	(32, 0.04457455850410803)	(33, 0.06399537811158083)	(34, 0.0845494492064462)	(35, 0.1092365551376845)	(36, 0.13770116602689805)	(37, 0.1815868853916106)	(38, 0.23718287012604644)	(39, 0.3021559554032209)	(40, 0.3021559554032209)
SRR2979250 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.136230645928655e-05)	(5, 3.136230645928655e-05)	(6, 3.136230645928655e-05)	(7, 3.136230645928655e-05)	(8, 3.136230645928655e-05)	(9, 3.136230645928655e-05)	(10, 4.704345968892983e-05)	(11, 4.704345968892983e-05)	(12, 4.704345968892983e-05)	(13, 6.27246129185731e-05)	(14, 7.840576614821638e-05)	(15, 7.840576614821638e-05)	(16, 7.840576614821638e-05)	(17, 9.408691937785966e-05)	(18, 0.00010976807260750293)	(19, 0.00015681153229643276)	(20, 0.00017249268552607604)	(21, 0.00028226075813357897)	(22, 0.00042339113720036843)	(23, 0.0006586084356450175)	(24, 0.00090950688731931)	(25, 0.0010663184196157427)	(26, 0.0016151587826532573)	(27, 0.0020385499198536257)	(28, 0.0039046071541811757)	(29, 0.0063979105176944565)	(30, 0.01096112610752065)	(31, 0.02283175910236061)	(32, 0.039077433848271045)	(33, 0.05675009353807901)	(34, 0.07479910090539843)	(35, 0.09926169994364194)	(36, 0.1295420068300831)	(37, 0.17597390154305684)	(38, 0.2328180820005137)	(39, 0.29852211403271905)	(40, 0.29852211403271905)
SRR2979251 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.867470301212123e-05)	(5, 3.867470301212123e-05)	(6, 3.867470301212123e-05)	(7, 3.867470301212123e-05)	(8, 3.867470301212123e-05)	(9, 3.867470301212123e-05)	(10, 3.867470301212123e-05)	(11, 3.867470301212123e-05)	(12, 3.867470301212123e-05)	(13, 3.867470301212123e-05)	(14, 3.867470301212123e-05)	(15, 7.734940602424246e-05)	(16, 0.00011602410903636369)	(17, 0.0001353614605424243)	(18, 0.00019337351506060616)	(19, 0.00021271086656666677)	(20, 0.000251385569578788)	(21, 0.0003480723271090911)	(22, 0.00042542173313333355)	(23, 0.0004834337876515154)	(24, 0.0006768073027121215)	(25, 0.0008121687632545459)	(26, 0.0011795784418696977)	(27, 0.0016436748780151525)	(28, 0.0030939762409696986)	(29, 0.005897892209348488)	(30, 0.01038415775875455)	(31, 0.022779400074139405)	(32, 0.040028317617545474)	(33, 0.05924964501456973)	(34, 0.07941850263539095)	(35, 0.10451838489025762)	(36, 0.13474266529423037)	(37, 0.184710381585891)	(38, 0.24463683390317284)	(39, 0.3197431071527123)	(40, 0.3197431071527123)
SRR2979260 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 2.3339575891898552e-05)	(9, 4.6679151783797104e-05)	(10, 4.6679151783797104e-05)	(11, 4.6679151783797104e-05)	(12, 4.6679151783797104e-05)	(13, 4.6679151783797104e-05)	(14, 4.6679151783797104e-05)	(15, 4.6679151783797104e-05)	(16, 9.335830356759421e-05)	(17, 9.335830356759421e-05)	(18, 9.335830356759421e-05)	(19, 0.0001400374553513913)	(20, 0.0001400374553513913)	(21, 0.00016337703124328986)	(22, 0.00018671660713518842)	(23, 0.00042011236605417394)	(24, 0.0007235268526488551)	(25, 0.0008635643080002464)	(26, 0.0012603370981625218)	(27, 0.0017971473436761887)	(28, 0.0035942946873523773)	(29, 0.006068289731893624)	(30, 0.010549488303138146)	(31, 0.02324621758833096)	(32, 0.039957353926930325)	(33, 0.05907246658239524)	(34, 0.07937789760834697)	(35, 0.1032776233216511)	(36, 0.13121509566425366)	(37, 0.1774274559302128)	(38, 0.23645324336082424)	(39, 0.3061452169740333)	(40, 0.3061452169740333)
SRR2979262 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 2.108444912238089e-05)	(6, 2.108444912238089e-05)	(7, 2.108444912238089e-05)	(8, 2.108444912238089e-05)	(9, 4.216889824476178e-05)	(10, 4.216889824476178e-05)	(11, 6.325334736714267e-05)	(12, 6.325334736714267e-05)	(13, 6.325334736714267e-05)	(14, 6.325334736714267e-05)	(15, 8.433779648952356e-05)	(16, 0.00012650669473428534)	(17, 0.00014759114385666622)	(18, 0.00016867559297904712)	(19, 0.000189760042101428)	(20, 0.00023192894034618978)	(21, 0.00029518228771333244)	(22, 0.000379520084202856)	(23, 0.00046385788069237957)	(24, 0.0007801246175280929)	(25, 0.0008855468631399974)	(26, 0.0012439824982204725)	(27, 0.0018765159718918992)	(28, 0.0033102585122137995)	(29, 0.00638858808408141)	(30, 0.011364518076963299)	(31, 0.025090494455633258)	(32, 0.04244299608335273)	(33, 0.06144008474261791)	(34, 0.08115404467204404)	(35, 0.1050427255277016)	(36, 0.13285311392012197)	(37, 0.17810034173675138)	(38, 0.23353135847949075)	(39, 0.29984195096937866)	(40, 0.29984195096937866)
SRR2979270 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 4.829493523769922e-05)	(10, 7.244240285654883e-05)	(11, 7.244240285654883e-05)	(12, 7.244240285654883e-05)	(13, 7.244240285654883e-05)	(14, 9.658987047539843e-05)	(15, 9.658987047539843e-05)	(16, 0.00012073733809424805)	(17, 0.00014488480571309766)	(18, 0.00014488480571309766)	(19, 0.00016903227333194728)	(20, 0.00019317974095079687)	(21, 0.0002897696114261953)	(22, 0.00045880188475814256)	(23, 0.0007244240285654883)	(24, 0.0011349309780859316)	(25, 0.0013281107190367286)	(26, 0.0020042398123645178)	(27, 0.0024630416971226604)	(28, 0.004443134041868328)	(29, 0.007582304832318777)	(30, 0.011639079392285511)	(31, 0.022070785403628543)	(32, 0.03750101721207345)	(33, 0.05527355337954676)	(34, 0.0744707901365322)	(35, 0.09654157554016074)	(36, 0.12187226907233398)	(37, 0.15963890842821477)	(38, 0.2068230601554469)	(39, 0.26658804251209967)	(40, 0.26658804251209967)
SRR2979271 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 4.026942662578246e-05)	(5, 4.026942662578246e-05)	(6, 4.026942662578246e-05)	(7, 4.026942662578246e-05)	(8, 4.026942662578246e-05)	(9, 6.040413993867369e-05)	(10, 8.053885325156492e-05)	(11, 8.053885325156492e-05)	(12, 0.00014094299319023862)	(13, 0.00016107770650312985)	(14, 0.00016107770650312985)	(15, 0.0002013471331289123)	(16, 0.00028188598638047725)	(17, 0.00028188598638047725)	(18, 0.00028188598638047725)	(19, 0.00030202069969336847)	(20, 0.0003422901263191509)	(21, 0.0004228289795707158)	(22, 0.0005637719727609545)	(23, 0.0007248496792640843)	(24, 0.0010470050922703439)	(25, 0.0011074092322090176)	(26, 0.001651046491657081)	(27, 0.0019732019046633407)	(28, 0.0034631706898172916)	(29, 0.006523647113376758)	(30, 0.011698268434789804)	(31, 0.025571085907371862)	(32, 0.04304801706296145)	(33, 0.06189410872382764)	(34, 0.08156572363052238)	(35, 0.10472064394034729)	(36, 0.13260722187870164)	(37, 0.17843382937884208)	(38, 0.2371466533992329)	(39, 0.30777922770085536)	(40, 0.30777922770085536)
SRR2979273 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 2.020208550169051e-05)	(4, 2.020208550169051e-05)	(5, 4.040417100338102e-05)	(6, 4.040417100338102e-05)	(7, 8.080834200676204e-05)	(8, 8.080834200676204e-05)	(9, 0.00010101042750845256)	(10, 0.00010101042750845256)	(11, 0.00010101042750845256)	(12, 0.00010101042750845256)	(13, 0.00014141459851183357)	(14, 0.00014141459851183357)	(15, 0.00016161668401352408)	(16, 0.00016161668401352408)	(17, 0.00018181876951521458)	(18, 0.00018181876951521458)	(19, 0.00018181876951521458)	(20, 0.00020202085501690512)	(21, 0.00026262711152197664)	(22, 0.00032323336802704815)	(23, 0.00046464796653888175)	(24, 0.0008888917620743825)	(25, 0.001030306360586216)	(26, 0.0015959647546335504)	(27, 0.0020404106356707416)	(28, 0.0038585983308228877)	(29, 0.00672729447206294)	(30, 0.01147478456496021)	(31, 0.02418189634552354)	(32, 0.040080937635353975)	(33, 0.05723250822628922)	(34, 0.07513155598078701)	(35, 0.09842456056423617)	(36, 0.12527313219598285)	(37, 0.16695003458597038)	(38, 0.2194956589758674)	(39, 0.28133424269654206)	(40, 0.28133424269654206)
